reviewText,overall,unixReviewTime,summary,clean_text,sentiment_score,sentiment_label
This worked in a Sansa clip zip when another generic brand didn't.  No complaints other than a couple CBS higher price.,5.0,1359244800,Works fine,work sansa clip zip another generic brand not   complaint couple cbs high price,0.2235,positive
64 gb of fast microSD storage at a great price.  What's not to love?  Works perfectly with my 64gb Dell Venue Pro 8.,5.0,1390953600,Whats not to love?,  gb fast microsd storage great price   love   work perfectly gb dell venue pro,0.926,positive
"Back 4 years ago, you'd be crazy to buy this thing, because it was so expensive. 10 years ago, you'd practically had to make 6 figure to buy this, really, for show, because nothing can utilize it that well.Today, it's cheap, it's stable, and it works.Plus, it came with the adopter. Good deal.",5.0,1401753600,So Cheap,back   year ago crazy buy thing expensive   year ago practically make   figure buy really show nothing utilize welltoday cheap stable worksplu come adopter good deal,0.4019,positive
I have always trusted SanDisk.  This card works great in the Samsung Galaxy Tab 10.1 2.  I have been using it for about a month.,5.0,1376956800,Small and fast,always trust sandisk   card work great samsung galaxy tab     use month,0.8126,positive
I worked on one of the first Drum Drives. THis is still pretty darn amazing. I think if they go smaller we will lose them. grat item. good access speeds,5.0,1388534400,Mega Chip,work one first drum drive still pretty darn amazing think go small lose grat item good access speed,0.802,positive
"I bought the 64GB version for my Samsung Galaxy Note II and it works great.  Didn't need to format or anything.  Opened the box, popped it into my phone and it worked just as expected.  Transfer speeds via usb connected to the phone and direct via card reader are both fast.I also bought the 32GB version to use (with included SD adapter) in my Canon SD4500IS.  Again, just popped it directly into my device and it was ready to go.  Very happy with both products.  I've used many Sandisk flash cards in the past without issue so I expect these will hold up extremely well over time as well.  It might be a few more bucks than some lesser known brands, but I feel its worth the premium.",5.0,1357776000,"Fast, easy to use",buy gb version samsung galaxy note ii work great   not need format anything   open box pop phone work expect   transfer speed via usb connect phone direct via card reader fasti also buy gb version use include sd adapter canon sdis   pop directly device ready go   happy product   use many sandisk flash card past without issue expect hold extremely well time well   might buck less know brand feel worth premium,0.9428,positive
"maybe the speed is not fast to beat others, but sandisk is always reliable. I have several sandisk SD/TF card, and they are never damaged. the data security is always very important.",4.0,1395792000,reliable brand,maybe speed fast beat other sandisk always reliable several sandisk sdtf card never damage data security always important,0.3382,positive
"If you have one of the latest smartphones, go for this. I highly recommend this to take full advantage of the processing speed and fast computation need of our gadgets. Sandisk products are known for their quality and reliability. Of the couple of name brand flash products I use Sandisk gave me good ROI. Anything below will rob you of reliability.",4.0,1388361600,Great buy at a great price.,one late smartphone go highly recommend take full advantage processing speed fast computation need gadget sandisk product know quality reliability couple name brand flash product use sandisk give good roi anything rob reliability,0.4754,positive
Bought this for use in my dash camera upgrade.Working very well and faster than the 4 GB card that came with the camera.  Also will work in my other digital cameras.,5.0,1362614400,32 GB memory card,buy use dash camera upgradeworke well fast   gb card come camera   also work digital camera,0.2732,positive
not sure if it's the card or computer but it only shows up as 32 gig. i tried reformating it and everything and it still says 32gigs.,3.0,1391299200,bought for dell venue 11 pro,sure card computer show   gig try reformate everything still say gig,0.3182,positive
I have a point and shoot camera.  This works well with it. Have no problems so far.  I think my camera is the speed limiting step rather than this card.,5.0,1377648000,Good capacity and speed for my camera,point shoot camera   work well problem far   think camera speed limit step rather card,-0.4588,negative
"Sorry to say but I have to pull down rating from 5 to 2. The card went bad in just couple of months. No option to return as its beyond policy.The card came on time, good packaging and works so what else to add for this 16 GB SD card.",2.0,1356307200,Went bad in few months!,sorry say pull rating     card go bad couple month option return beyond policythe card come time good packaging work else add   gb sd card,-0.2263,negative
"I have a large music collection that I like to play from the phone. This allows me to put a lot more on the phone than I have in the past. I had no compatibility problems with it. Plugged it in and it worked. Can't get better than that. As far as speed goes, it's as fast as any card I've had in the phone. I have noticed no lag or other issues reading or writing to it in the phone. I don't use it outside of the phone so I can't comment on direct read/write speeds.",5.0,1360713600,For my Sprint Galaxy III,large music collection like play phone allow put lot phone past compatibility problem plug work can not get well far speed go fast card phone notice lag issue read write phone not use outside phone can not comment direct readwrite speed,-0.0294,neutral
"my phone is still on gingerbread os, so this card is much faster than i will ever need with its capabilities. i like that it has a lifetime warranty, as my previous 32gb card did not have a warranty and is now fried after one year. for $28 with shipping this should hold me over for many years to come and has the speeds to keep up with future devices. overall very pleased. got 9mb/s write speed and 22mb/s read speed on a motorola defy xt using a speed test app",5.0,1367798400,just as described,phone still gingerbread os card much fast ever need capability like lifetime warranty previous gb card warranty fry one year   shipping hold many year come speed keep future device overall pleased get mbs write speed mbs read speed motorola defy xt use speed test app,0.6597,positive
"This has some really fast speeds and has a good amount of storage. It's also almost as cheap as those bargain bin items that give out after a month or so of hard usage. This one didn't though. I'm pretty hard on flash, doing long sequential writes and what have you, and this guy just won't give up.",5.0,1392076800,Solid flash at a cheap price,really fast speed good amount storage also almost cheap bargain bin item give month hard usage one not though pretty hard flash long sequential write guy will not give,0.239,positive
I just bought a 1080 P dash cam and I needed the best and fastest memory to get the best quality pictures. I did my homework and as I thought ScanDisk Ultra came out far above everything else out there.If you want the best and fastest memory with the highest quality on the market then get ScanDisk Ultra !,5.0,1390348800,Best And Fastest Memory On The Market !,buy   p dash cam need good fast memory get good quality picture homework think scandisk ultra come far everything else thereif want good fast memory high quality market get scandisk ultra,0.8402,positive
"I use mine for my GoPro Black Edition and its working well with it. No freezes, records/writes up to advertised speed.And more importantly, its the BEST value for a 64GB Class 10 Micro SD",5.0,1360627200,Is as advertised,use mine gopro black edition work well freeze recordswrite advertise speedand importantly good value gb class   micro sd,0.836,positive
A cheaper alternative than buying a tablet with more storage. Shipped promptly and the price was reasonable..I will probably purchase another.,4.0,1388620800,A nice boost in storage for my tablet,cheap alternative buy tablet storage ship promptly price reasonablei probably purchase another,0.0,neutral
"Some people complain about SD cards:1) Not working fast enough2) Some android devices are acting slow3) Rooted phones do not boot from SD cards.This card is fast about 28 MB/s, removed all the lag from Android device. HDR video recorder have no delays between video recordings (Which usually happens with most of the cards on the market) and all android rooted phones I tried booted and worked.I really recommend this card for price and performance!Good luck and enjoy you purchase.",5.0,1375056000,Perfect Micro-SDcard. Good Speed - Cheap price,people complain sd card work fast enough android device act slow rooted phone boot sd cardsthis card fast   mbs remove lag android device hdr video recorder delay video recording usually happen card market android root phone try boot workedi really recommend card price performancegood luck enjoy purchase,0.4201,positive
"For the first two months, the card worked great in my GoPro Hero 3 Black Edition.  Then, one night, it randomly stopped working.  Amazon won't take it back, and I've got an email into SanDisk to see if I can get it replaced.  Now I'm out $52 and now can't use my camera.  Thanks so little.",2.0,1369526400,Paperweight,first two month card work great gopro hero   black edition   one night randomly stop work   amazon will not take back get email sandisk see get replace     can not use camera   thank little,0.7261,positive
"Hard to believe that 10 years ago you would have needed a big hard drive to have this much room. I use this card in my Samsung Y Duos Smartphone and it provides more than enough room for my entire music library, a bunch of movies, and all of the apps for my phone and I still have more than 3/4 of the space left.Works perfectly and I've always had good luck with SanDisk products.",5.0,1375056000,"Lots of room, fast card.",hard believe   year ago would need big hard drive much room use card samsung duo smartphone provide enough room entire music library bunch movie app phone still   space leftwork perfectly always good luck sandisk product,0.8519,positive
"I put this in my Asus TF700T tablet. There were mixed reports of whether the tablet would support such a large card, as the official limit for this tablet is listed as 32 GB. I have had no problems with this in the TF700T, and leave it in the device all the time. This is a great way to ensure that you have a hefty amount of media available anywhere.",5.0,1393459200,Quick and Big,put asus tft tablet mixed report whether tablet would support large card official limit tablet list   gb problem tft leave device time great way ensure hefty amount medium available anywhere,0.7579,positive
"I have used this in a number of devices, including mobile phones. When recording HD video straight to the card, I have not encountered the skips, lags or stutters that I have sometimes seen with other cards. So it certainly must be fast enough for this purpose.",5.0,1400457600,No lags or stutters,use number device include mobile phone record hd video straight card encounter skip lag stutter sometimes see card certainly must fast enough purpose,0.0516,positive
"I bought a generic SD card for my Galaxy S5 and it corrupted all of my music. I am glad I have this SanDisk because it is faster at reading/writing and comes with the MemoryZone Backup app free, however, you need to have Google Drive, Box, Dropbox, or a similar cloud service. MemoryZone is great at backing up but lost some of my data when doing a transfer (phone to SD) :/",4.0,1404691200,I am glad I have this SanDisk because it is faster at ...,buy generic sd card galaxy corrupt music glad sandisk fast readingwrite come memoryzone backup app free however need google drive box dropbox similar cloud service memoryzone great back lose datum transfer phone sd,0.8271,positive
And you wouldn't believe what Sandisk put me through to get a warranty replacement.  However I finally got the replacement and it has been working fine ever since.,3.0,1382745600,Had one fail out of three.,would not believe sandisk put get warranty replacement   however finally get replacement work fine ever since,0.2023,positive
I purchased this to use with my Samsung Galaxy Tab 2 10.1. I chose this memory card because I have used SanDisk products many time in the past and have never had a problem.,5.0,1368921600,Never a problem with SanDisk products,purchase use samsung galaxy tab    choose memory card use sandisk product many time past never problem,0.3089,positive
"Great MicroSD card at a great price, with speed. I can fit about 2-3 days worth of moderate shooting (60 fps at 1080p) on a ski trip with my GroPro on one of these cards.",5.0,1388620800,Exactly as advertised,great microsd card great price speed fit   day worth moderate shooting   fps p ski trip gropro one card,0.9118,positive
The cards have had no reliability issues at their required tasks  so I did not put them under any data transfer time observations,5.0,1402531200,Industry Standard,card reliability issue require task   put data transfer time observation,0.0,neutral
"Transfer speeds are good, worth the price tag, use it in my samsung galaxy s3, sometimes it craps out and has to be reformatted or rebooted in phone. Otherwise no problems",4.0,1357084800,good,transfer speed good worth price tag use samsung galaxy sometimes crap reformatte reboot phone otherwise problem,-0.128,negative
Card is fast and reliable in my Galaxy Note 2 cell phone.  Copied my whole music collection to it.  No problems.,5.0,1361923200,Mucho Memory!!!,card fast reliable galaxy note   cell phone   copy whole music collection   problem,-0.4019,negative
"it works, so far, waiting for the heat and cold to see how well it will hold up.",4.0,1405123200,testing.,work far wait heat cold see well hold,0.2732,positive
I picked up this storage device to use in my phone. I only had a 1 gig mini sd in there for music ad it was getting pretty full. Now 30 plus gigs of free space later i can download to my hearts content.,5.0,1379548800,Great price,pick storage device use phone   gig mini sd music ad get pretty full   plus gig free space later download heart content,0.8934,positive
you cant beat the price and it works great . I have no problems with the card I use it for my gopro it works great,5.0,1384473600,great card,can not beat price work great   problem card use gopro work great,0.7579,positive
"Great product and price from SanDisc.  I will be using it for my cell phone, replacing the 8GB.  For my video now I have 2+ hours with the 32GB (compared to 20 minutes w/8GB) in &#34;super fine&#34; mode.  All the rest of my SanDisc memory card from years ago are still working 100%!  Thanks SanDisc!!!",5.0,1398038400,sandisc ultra micro sd 32GB,great product price sandisc   use cell phone replace gb   video   hour gb compare   minute wgb super fine mode   rest sandisc memory card year ago still work    thank sandisc,0.9062,positive
"I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",1.0,1379548800,WHY????,buy black friday last year take chance chance u say read review card actually stop work reason due abuse misuse card acer iconia stop work even computer not recognize wtf sandisk expensive part occur buy u careful u store music movie mine nbd u phone valuable picture,0.538,positive
This card is both small and large at the same time. It's micro size but high capacity are perfect and works well with my GoPrc Hero 3. Recording in 1080p is not an issue either. THe class 10 rating allows the GoPro to do its thing and the card is able to keep up with the high MB transfer rate.,5.0,1362873600,PERFECT!,card small large time micro size high capacity perfect work well goprc hero   recording p issue either class   rating allow gopro thing card able keep high mb transfer rate,0.8834,positive
"fast, used it on my dji phantom gopro hd black, not one hickup.i would buy again only cheaper. you get whacha pay for",5.0,1397001600,i would buy again only cheaper,fast use dji phantom gopro hd black one hickupi would buy cheap get whacha pay,-0.1027,negative
Good no problems works well.,5.0,1404864000,Micro SD Card,good problem work well,0.3182,positive
Love it--so far--as I Just purchased this as Iam not into buying SDcards but now I have a Nextbook tablet and this works great for adding video's and music able to be put on this SD card.,5.0,1377561600,Working great so far,love itso fara purchase iam buy sdcard nextbook tablet work great add video music able put sd card,0.8519,positive
My fiance has had this in his tablet for almost a year now without a single issue. I feel that it's one of the best quality memory cards we've ever had. Make SURE you get the retail packaging and not the &#34;frustration-free.&#34; The retail packaging only requires one quick clip of the scissors and it's worth it to get one that is sealed in a package and not at risk to be damaged.,4.0,1377302400,High Quality,fiance tablet almost year without single issue feel one good quality memory card ever make sure get retail packaging frustrationfree retail packaging require one quick clip scissor worth get one seal package risk damage,0.2023,positive
"This is being used in a Mobius Action Camera 1080P HD Mini Sports Cam/dash cam daily so the opportunity for failure or problems would be readily apparent.  It has really delivered as promised.  Speed and reliability are great.  The adapter works perfectly as well.  I have several other SanDisk products including SD cards, thumb drives and an SSD and all have been terrific.So far I can highly recommend the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card. I will post again if any issues arise.",5.0,1388361600,Flawless So Far,use mobius action camera p hd mini sport camdash cam daily opportunity failure problem would readily apparent   really deliver promise   speed reliability great   adapter work perfectly well   several sandisk product include sd card thumb drive ssd terrificso far highly recommend sandisk ultra   gb microsdhc cuhs memory card post issue arise,0.9113,positive
great product......prompt service.......well done!,5.0,1404345600,Five Stars,great productprompt servicewell do,0.6249,positive
"What else can I say? That it is light and small? Not the fastest card on the market, but does the job. Copying files onto it is slow, but it is fast enough to play music or movies from it on your cellphone or other devices.",5.0,1362960000,It works,else say light small fast card market job copy file onto slow fast enough play music movie cellphone device,0.34,positive
How cool it is to be able to put ALL of my music on my phone! The little card works just fine and the price is reasonalble,5.0,1346889600,excellent as expected,cool able put music phone little card work fine price reasonalble,0.4284,positive
"either it works or it doesn't -- it works, it was a fair price and I am happy with it",5.0,1400371200,"either it works or it doesn't -- it works, it was a fair price and I am happy with it",either work not   work fair price happy,0.4094,positive
Well works just like any other SD card I don;t see ultra fast speeds or any thing. I shoved this guy into a Galaxy S4 and it works fine!,4.0,1389916800,Works fine,well work like sd card not see ultra fast speed thing shove guy galaxy work fine,0.6597,positive
1080p 30fps or 720p 30fps or 24fps using the nokia camera app or regular app doesn't work. well it does but unless you want to see stuttering every 6-7 seconds. it freezes up constantly. very glitchy because its slow. got a 9mbs write 44.9mbs read on mine.,1.0,1392076800,VIDEO DOES NOT WORK ON NOKIA LUMIA 1520,p fps p fps fps use nokia camera app regular app not work well unless want see stutter every   second freeze constantly glitchy slow get mbs write mbs read mine,-0.3213,negative
"I never thought I could have a 64 GB memory like this one, this is awesome; especially when you have a tablet. I'm using it on a Asus TF300T and it's working flawless. A piece of advise, since current tablets are not supposed to handle these, leave the format as exFAT, do not format it to FAT32 or NTFS.",5.0,1363478400,A life saver!,never think could   gb memory like one awesome especially tablet use asus tft working flawless piece advise since current tablet suppose handle leave format exfat format fat ntfs,0.8658,positive
"It's a great brand, works perfectly, I use it for my android phone and now i got tons of extra storage.",5.0,1388966400,Great Product,great brand work perfectly use android phone get ton extra storage,0.8519,positive
Fast product when place in my camera. I am very happy with this product. The product was received pretty fast.  The material was as described and much better.  I do recommend this product to anyone.,5.0,1392249600,Great Product,fast product place camera happy product product receive pretty fast   material describe much well   recommend product anyone,0.8885,positive
"I have copied and transported a large amount of data and it work, and no errors.  I will purchase more of these.",5.0,1396915200,It works,copy transport large amount datum work error   purchase,-0.4019,negative
Great product. Can always count on sandisk. Just make sure your device can support 64gb card. Don't go cheap and fall for counterfeits.,5.0,1391990400,Works Great,great product always count sandisk make sure device support gb card not go cheap fall counterfeit,0.8442,positive
"I was little hesitant to order this initially but turned out to be an excellent Product,Did a initial test on CrystalDiskMark.Enjoying it on my ASUS TF101.The shipping was quick too.",5.0,1353024000,Excellent Product,little hesitant order initially turn excellent productdid initial test crystaldiskmarkenjoye asus tfthe shipping quick,0.4576,positive
This card it pretty fast. I very little between difference between the speed internal storage and the SD card.Works great.,5.0,1376870400,Works great on Samsung S4,card pretty fast little difference speed internal storage sd cardwork great,0.8074,positive
"I have lot of these at work 8GB, 16GB, 32GB, 64GB. Though I haven't done real speed tests on these, but these have been reliable all along. Used in music players, cameras, laptop SD Cards. These do sell at a little bit of premium because of their Class 10 tag, but I would buy these any day, if I need these for cameras/laptop extra storage. But if you are using these for music players, you are good even with Class 2 cards.",5.0,1387497600,Excellent speed and reliability,lot work gb gb gb gb though not do real speed test reliable along use music player camera laptop sd card sell little bit premium class   tag would buy day need cameraslaptop extra storage use music player good even class   card,0.4404,positive
"This micro card works well with my Go Pro Hero3+, does what you would expect a micro SD card to do.",5.0,1398902400,Got it for my Go Pro Hero3+,micro card work well go pro hero would expect micro sd card,0.6908,positive
"Works as I expected with ScanDisk. Installed and formatted in my Samsung galaxy note 3 with no issues. Once in the phone, the real amount of usable space is only 59GB just for reference.",5.0,1385337600,Great for your Note 3,work expect scandisk instal format samsung galaxy note   issue phone real amount usable space gb reference,0.0,neutral
Everyone should buy this product who likes to record with their dslr.. Works great with my canon dslr.. Great product..,5.0,1403654400,Mini Sd card..,everyone buy product like record dslr work great canon dslr great product,0.8934,positive
Great to have the additional capacity for storage. And the card is fast. Working great and the price was great also!,5.0,1356134400,Great capacity for my phone!,great additional capacity storage card fast work great price great also,0.9231,positive
"Haven't had a chance to completely fill up the stick, but so far so good. I've taken my gopro with this in -10 below weather launching off jumps and occasionally take a beating.",5.0,1365638400,Works perfectly on my GoPro Hero3 Black,not chance completely fill stick far good take gopro   weather launch jump occasionally take beating,-0.1435,negative
"it's a must to have it once u got the gopro. practical and very friendly, helps u to load as many recorded shots as possible.",5.0,1370649600,excellent item,must u get gopro practical friendly help u load many record shot possible,0.7096,positive
"Purchased this card to expand the storage on my Samsung S4 and it does the trick.  Plenty of room to carry ebooks, music and store camera pictures.  Great item at a good price and I recommend this item for anyone needing more memory using a microSDHC Class 10 Memory Card.",5.0,1371513600,Samsung S4 memory expansion,purchase card expand storage samsung trick   plenty room carry ebook music store camera picture   great item good price recommend item anyone need memory use microsdhc class   memory card,0.891,positive
"failed in my galaxy note after 8 months.lost all my pictures and videos that werent backed up.the card worked fine until suddenly wasnt being recognized on the phone or the computer.Sandisk honored the warrenty and sent a replacement and it works, but I am less confident about the product and afraid to lose data on it in later when i'm not prepared.",1.0,1370995200,failed in 6 months.,fail galaxy note   monthslost picture video not back upthe card work fine suddenly not recognize phone computersandisk honor warrenty send replacement work less confident product afraid lose datum later prepare,0.1796,positive
Fast shipping. Good packaging. Fast speed card. Does what its supposed to do. Sandisk is a well known brand and I use many of there products. Currently using in a Lenovo yoga 10.,5.0,1386201600,Good price and fast read and write speeds.,fast ship good packaging fast speed card suppose sandisk well know brand use many product currently use lenovo yoga,0.6124,positive
Great purchase! with the best price on the market so far. I appreciate the fact that this product came ready to use and very well packaged. Please let me know if you have a thumb drive with built in security at a very low price. Money is tight but the product is worth the investment.,5.0,1371686400,Great!,great purchase good price market far appreciate fact product come ready use well package please let know thumb drive build security low price money tight product worth investment,0.9501,positive
Rolled the camera on the highest settings and till battery died. Card was fast and no complaints. Bought Two of these for my GoPro.,5.0,1358035200,Tested with the GoPro at Maximum setting,roll camera high setting till battery die card fast complaint buy two gopro,-0.7269,negative
was a decent price for the amount of memory.  Had no issues reading it on my old HP6910P laptop built in card reader.  No problems so far.,4.0,1355961600,Works as advertised.,decent price amount memory   issue read old hpp laptop build card reader   problem far,-0.4019,negative
"Trusted SanDisk for years.  No issues, works great.  Does exactly what is needed.  I use SanDisk in all my camera and phone gear.",5.0,1372464000,Always great quality and reliability,trust sandisk year   issue work great   exactly need   use sandisk camera phone gear,0.8126,positive
What accolades can one say about an SD card that works and is an economical buy.  Put it in my GoPro camera and promptly filled it up.,5.0,1377734400,"Great card, Great Price.",accolade one say sd card work economical buy   put gopro camera promptly fill,0.0,neutral
I'm using this 32 GB micro Sandisk Ultra to record 1080P video to a blackbox recorder in my car. I just popped it in and it worked. The adapter that came with it makes it easy to offload video to the macbook. It appears to keep up with 1080p video very well. I've never missed a frame of audio or video. It is constantly overwritten every 3 days with the oldest event and it has not failed yet. Been using it for a couple of months now. Seller mailed it USPS and it arrived in 3 days.,5.0,1354320000,Needed cheap fast memory,use   gb micro sandisk ultra record p video blackbox recorder car pop work adapter come make easy offload video macbook appear keep p video well never miss frame audio video constantly overwrite every   day old event fail yet use couple month seller mail usp arrive   day,0.2368,positive
"I bought this to expand my 32GB Dell XPS 10 to 64GB. It fits easily into the Micro SD slot and was recognized by Windows RT upon boot up. I did reformat the card (old habit), and haven't had any problems at all.",5.0,1361491200,Works in the Dell XPS 10,buy expand gb dell xps   gb fit easily micro sd slot recognize window rt upon boot reformat card old habit not problem,0.8155,positive
I got this for my new Android tablet and it works perfectly. The MicroSD to SD adapter is great. It allows me to plug it into my computer into the regular sized SD card port to transfer files much quicker than if I were to plug the tablet into my computer over USB.,5.0,1356912000,Perfect!,get new android tablet work perfectly microsd sd adapter great allow plug computer regular sized sd card port transfer file much quick plug tablet computer usb,0.8807,positive
"Stick with the 32GB model. First one got SMOKING hot about 1 minute after use, but it seemed to function. Then I installed it in my Samsung Galaxy Note II and it got hot in the phone. After a day it just quite all together, luckily I still had my 32GB and a backup of my data. Did an RMA and got a new one, which didn't get hot but died after less than a month of use. I'll wait until Lexar's 64GB comes down in price a bit and then try that one...but not this SanDisk one! Their 32GB seem to be ok though.",1.0,1370217600,NOT RELIABLE!,stick gb model first one get smoke hot   minute use seem function instal samsung galaxy note ii get hot phone day quite together luckily still gb backup datum rma get new one not get hot die less month use ill wait lexar gb come price bit try onebut sandisk one gb seem ok though,0.7497,positive
I bought this to increase the music capacity of my MP3 player.  As a bonus I can use the adapter with my old 8 GB Micro in my digital camera.,5.0,1362009600,WOW!!  Huge capacity!,buy increase music capacity mp player   bonus use adapter old   gb micro digital camera,0.7003,positive
I work for Ready 2 Roll Pedicabs in Houston and we do a lot of promotional movies and put them on YouTube. We use this memory card for our full HD cam... So far we recorded 5 hour on full HD and still have plenty of space for more hours. It just took a few day when I received it in the mail.,5.0,1387324800,Seems to be working just fine...,work ready   roll pedicab houston lot promotional movie put youtube use memory card full hd cam far record   hour full hd still plenty space hour take day receive mail,0.3612,positive
"Doing its thing, no complaints",5.0,1405123200,Five Stars,thing complaint,-0.296,negative
I can use this in in a variety of devices with the included adapter. Seems to work great and seems to me to be very fast. Good value for the money.,5.0,1397433600,Great bargin,use variety device include adapter seem work great seem fast good value money,0.8555,positive
"This card did an AMAZING job with holding my music on my phone. Videos played with ease and everything! Highly recommend this card to anyone. The SD card adapter also worked perfectly for me.I use this card on a Samsung Galaxy S2 (Epic 4G Touch, Sprint version). It works just fine on that phone even though the phone specs say it only holds up to 32gb. Just put the card in, go to your settings, fine SD and storage, and then scroll to this card and format the card. Once formatted, it'll work just as any other SD card.",5.0,1365984000,Works like a champ!,card amazing job hold music phone video play ease everything highly recommend card anyone sd card adapter also work perfectly mei use card samsung galaxy epic g touch sprint version work fine phone even though phone spec say hold gb put card go setting fine sd storage scroll card format card format work sd card,0.9538,positive
"this is a good, fast card, with plenty of capacity and it works great for additionals storage in a Microsoft Surface RT tablet.Hint: you can add the space to your windows libraries for a more seamless experience in the OS by creating a few empty, dummy folders on your C drive, then using the windows disk management console to map those folders to the folders on the card.Info on that here:[...]",5.0,1355270400,works great in Surface RT tablet,good fast card plenty capacity work great additional storage microsoft surface rt tablethint add space window library seamless experience os create empty dummy folder c drive use windows disk management console map folder folder cardinfo,0.8074,positive
"This microSD card works as advertised.  My Samsung Galaxy S3 developed a problem with the SD card that was included with the purchase of the phone.  Once I replaced it, it's as good as new.",5.0,1373328000,Love the extra space.,microsd card work advertise   samsung galaxy develop problem sd card include purchase phone   replace good new,0.0516,positive
"Got it on sale for an incredible price.  The only way I am likely to upgrade from this is if they come out with a 128g size.  64g is not necessary for my use, but at 128 I would be able to use it without worry of running out of space /and/ put my entire mp3 catalog on it as well.Update - about 4 months after I bought this and installed it in my Galaxy S2, it started causing some trouble for my phone.  At first I did not realize it was the micro sd card causing the problem, but it would occasionally have a status message saying something like ""Unmount the SD card before removing it to avoid corrupting your data"", and eventually it didn't even recognize that there was a card in there at all.  I put the old 1gb card back in and it works fine.  Put the 32gb card into the adapter, and put it into the computer's card reader... Nothing.  Wouldn't read it at all.I do back up my phone occasionally, maybe once a month, but lost everything; every photo and video I had taken of my new kitten since I got her because of this.  It is very surprising since Sandisk is usually quite reliable.  My wife has the same card in her phone, we got them around the same time, and hers is still working normally so far.YMMV, but always back up your data regularly (more than once a month) if you are taking a lot of pictures and video.",1.0,1361923200,great price for the size - until it dies.,get sale incredible price   way likely upgrade come g size   g necessary use   would able use without worry run space put entire mp catalog wellupdate     month buy instal galaxy start cause trouble phone   first realize micro sd card cause problem would occasionally status message say something like unmount sd card remove avoid corrupt datum eventually not even recognize card   put old gb card back work fine   put gb card adapter put computer card reader nothing   would not read alli back phone occasionally maybe month lose everything every photo video take new kitten since get   surprising since sandisk usually quite reliable   wife card phone get around time still work normally farymmv always back datum regularly month take lot picture video,-0.3028,negative
Great,5.0,1405123200,Five Stars,great,0.6249,positive
"so far working great, I'm using on my dell venue 8 pro and is working fine, no issues",5.0,1405123200,so far so good,far work great use dell venue   pro work fine issue,0.7096,positive
"I download movies, pictures, music and I still have space in my sd card, my phone (galaxy s3) is a real and powerfull phone with 64 + 16 gigas.thank youraul",5.0,1366243200,great product,download movie picture music still space sd card phone galaxy real powerfull phone     gigasthank youraul,0.0,neutral
"Most of my reviews are positive.  This product failed (could not read on my device (a Galaxy S3) nor on my computer with 2 different readers) in less than 30 days.  The customer support is also unhelpful, as they would only replace the card after many questions, they would not provide a refund (I did not want a replacement of a card that failed so quickly).I would suggest buying a different card, it is not worth the hassle and lost data to save a couple of dollars with buying this one.",1.0,1372723200,Failed after 30 days,review positive   product fail could read device galaxy computer   different reader less   day   customer support also unhelpful would replace card many question would provide refund want replacement card fail quicklyi would suggest buy different card worth hassle lose datum save couple dollar buy one,0.1868,positive
Disk is very small and it fits into one that fits your computer. So far it has enough room to store my driving time for the day.You then can download everything into your computer for viewing.,5.0,1394150400,Small disk.Could be lost if not careful.,disk small fit one fit computer far enough room store driving time dayyou download everything computer view,0.6124,positive
"best buy wants almost a hundred dollars for this chip.it works perfectly in my samsung galaxy S111.  this is a outstanding phone.it was updated to jellybean 4.3.  it works flawlessly.i now have all the memory that i need in my phone.the sandisk warranty is outstanding.i doubt that i will ever have to use it.if you need to buy any chips,get them from amazon,they are much cheaper.best buy is getting greedy.",5.0,1387238400,sandisk is the top of the line.,good buy want almost hundred dollar chipit work perfectly samsung galaxy   outstanding phoneit update jellybean    work flawlesslyi memory need phonethe sandisk warranty outstandingi doubt ever use itif need buy chipsget amazonthey much cheaperb buy get greedy,0.8225,positive
"YOU'LL NEED THE ADDED SPACE ONCE YOU START ENJOYING YOUR NEW GO-PRO ,SO WHY NOT GET THE BIGGER STORAGE ANYWAY",5.0,1396310400,NEEDED SPACE,need add space start enjoy new gopro get big storage anyway,0.4939,positive
Purchased these to use in Contour Roam cameras. Records quality videos and downloads fast.  Highly recommend these cards for your micro SD card devices.,5.0,1357862400,Great card at good price,purchase use contour roam camera record quality video download fast   highly recommend card micro sd card device,0.4201,positive
"Really fast SD card, large storage space.  Works perfect.I use it for all my music and photos.  No problems so far.  Nothing much to say about it besides that it does everything I need it to.",5.0,1365033600,Works like a charm,really fast sd card large storage space   work perfecti use music photo   problem far   nothing much say besides everything need,-0.4019,negative
"This seems to be a great MicroSDXC, as I would expect from SanDisk.  I have not tested read/write speed so I cannot comment on that.  I have it installed in my Lenovo ThinkPad 8 to provide extra storage, and it is doing what it is supposed to do.  Guess there is not much more you can say about an SD card.  I would expect it to work just as well in any device that is SDXC compatible.",5.0,1404086400,Works great in LenovoThinkPad 8,seem great microsdxc would expect sandisk   test readwrite speed comment   instal lenovo thinkpad   provide extra storage suppose   guess much say sd card   would expect work well device sdxc compatible,0.7351,positive
